output_name,description,source_xlsx
kb_equal,Keyboard send key,MLB13.xlsx
kb_opening_bracket,Keyboard send key,MLB13.xlsx
kb_closing_bracket,Keyboard send key,MLB13.xlsx
kb_backslash,Keyboard send key,MLB13.xlsx
kb_non_us_hashmark_and_tilde,Keyboard send key,MLB13.xlsx
kb_semicolon,Keyboard send key,MLB13.xlsx
kb_apostrophe,Keyboard send key,MLB13.xlsx
kb_grave_accent_and_tilde,Keyboard send key,MLB13.xlsx
kb_comma,Keyboard send key,MLB13.xlsx
kb_dot,Keyboard send key,MLB13.xlsx
kb_slash,Keyboard send key,MLB13.xlsx
kb_caps_lock,Keyboard send key,MLB13.xlsx
kb_f1,Keyboard send key,MLB13.xlsx
kb_f2,Keyboard send key,MLB13.xlsx
kb_f3,Keyboard send key,MLB13.xlsx
kb_f4,Keyboard send key,MLB13.xlsx
kb_f5,Keyboard send key,MLB13.xlsx
kb_f6,Keyboard send key,MLB13.xlsx
kb_f7,Keyboard send key,MLB13.xlsx
kb_f8,Keyboard send key,MLB13.xlsx
kb_f9,Keyboard send key,MLB13.xlsx
kb_f10,Keyboard send key,MLB13.xlsx
kb_f11,Keyboard send key,MLB13.xlsx
kb_f12,Keyboard send key,MLB13.xlsx
kb_printscreen,Keyboard send key,MLB13.xlsx
kb_roll_lock,Keyboard send key,MLB13.xlsx
kb_pause,Keyboard send key,MLB13.xlsx
kb_insert,Keyboard send key,MLB13.xlsx
kb_home,Keyboard send key,MLB13.xlsx
kb_page_up,Keyboard send key,MLB13.xlsx
kb_delete,Keyboard send key,MLB13.xlsx
kb_end,Keyboard send key,MLB13.xlsx
kb_page_down,Keyboard send key,MLB13.xlsx
kb_right_arrow,Keyboard send key,MLB13.xlsx
kb_left_arrow,Keyboard send key,MLB13.xlsx
kb_down_arrow,Keyboard send key,MLB13.xlsx
kb_up_arrow,Keyboard send key,MLB13.xlsx
kb_num_lock,Keyboard send key,MLB13.xlsx
kb_keypad_slash,Keyboard send key,MLB13.xlsx
kb_keypad_asterisk,Keyboard send key,MLB13.xlsx
kb_keypad_minus,Keyboard send key,MLB13.xlsx
kb_keypad_plus,Keyboard send key,MLB13.xlsx
kb_keypad_enter,Keyboard send key,MLB13.xlsx
kb_keypad_1,Keyboard send key,MLB13.xlsx
kb_keypad_2,Keyboard send key,MLB13.xlsx
kb_keypad_3,Keyboard send key,MLB13.xlsx
kb_keypad_4,Keyboard send key,MLB13.xlsx
kb_keypad_5,Keyboard send key,MLB13.xlsx
kb_keypad_6,Keyboard send key,MLB13.xlsx
kb_keypad_7,Keyboard send key,MLB13.xlsx
kb_keypad_8,Keyboard send key,MLB13.xlsx
kb_keypad_9,Keyboard send key,MLB13.xlsx
kb_keypad_0,Keyboard send key,MLB13.xlsx
kb_keypad_dot,Keyboard send key,MLB13.xlsx
kb_non_us_backslash_and_pipe,Keyboard send key,MLB13.xlsx
kb_power,Keyboard send key,MLB13.xlsx
kb_equal_sign,Keyboard send key,MLB13.xlsx
kb_f13,Keyboard send key,MLB13.xlsx
kb_f14,Keyboard send key,MLB13.xlsx
kb_f15,Keyboard send key,MLB13.xlsx
kb_f16,Keyboard send key,MLB13.xlsx
kb_f17,Keyboard send key,MLB13.xlsx
kb_f18,Keyboard send key,MLB13.xlsx
kb_f19,Keyboard send key,MLB13.xlsx
kb_f20,Keyboard send key,MLB13.xlsx
kb_f21,Keyboard send key,MLB13.xlsx
kb_f22,Keyboard send key,MLB13.xlsx
kb_f23,Keyboard send key,MLB13.xlsx
kb_f24,Keyboard send key,MLB13.xlsx
kb_execute,Keyboard send key,MLB13.xlsx
kb_help,Keyboard send key,MLB13.xlsx
kb_manu,Keyboard send key,MLB13.xlsx
kb_select,Keyboard send key,MLB13.xlsx
kb_stop,Keyboard send key,MLB13.xlsx
kb_again,Keyboard send key,MLB13.xlsx
kb_undo,Keyboard send key,MLB13.xlsx
kb_cut,Keyboard send key,MLB13.xlsx
kb_copy,Keyboard send key,MLB13.xlsx
kb_paste,Keyboard send key,MLB13.xlsx
kb_find,Keyboard send key,MLB13.xlsx
kb_mute,Keyboard send key,MLB13.xlsx
kb_volume_up,Keyboard send key,MLB13.xlsx
kb_volume_down,Keyboard send key,MLB13.xlsx
kb_locking_caps_lock,Keyboard send key,MLB13.xlsx
kb_locking_num_lock,Keyboard send key,MLB13.xlsx
kb_lockingroll_lock,Keyboard send key,MLB13.xlsx
kb_keypad_comma,Keyboard send key,MLB13.xlsx
kb_keypad_equal_sign,Keyboard send key,MLB13.xlsx
kb_international1,Keyboard send key,MLB13.xlsx
kb_international2,Keyboard send key,MLB13.xlsx
kb_international3,Keyboard send key,MLB13.xlsx
kb_international4,Keyboard send key,MLB13.xlsx
kb_international5,Keyboard send key,MLB13.xlsx
kb_international6,Keyboard send key,MLB13.xlsx
kb_international7,Keyboard send key,MLB13.xlsx
kb_international8,Keyboard send key,MLB13.xlsx
kb_international9,Keyboard send key,MLB13.xlsx
kb_lang1,Keyboard send key,MLB13.xlsx
kb_lang2,Keyboard send key,MLB13.xlsx
kb_lang3,Keyboard send key,MLB13.xlsx
kb_lang4,Keyboard send key,MLB13.xlsx
kb_lang5,Keyboard send key,MLB13.xlsx
kb_lang6,Keyboard send key,MLB13.xlsx
kb_lang7,Keyboard send key,MLB13.xlsx
kb_lang8,Keyboard send key,MLB13.xlsx
kb_lang9,Keyboard send key,MLB13.xlsx
kb_alternate_erase,Keyboard send key,MLB13.xlsx
kb_sisreq,Keyboard send key,MLB13.xlsx
kb_cancel,Keyboard send key,MLB13.xlsx
kb_clear,Keyboard send key,MLB13.xlsx
kb_prior,Keyboard send key,MLB13.xlsx
kb_return,Keyboard send key,MLB13.xlsx
kb_separator,Keyboard send key,MLB13.xlsx
kb_out,Keyboard send key,MLB13.xlsx
kb_oper,Keyboard send key,MLB13.xlsx
kb_clear_and_again,Keyboard send key,MLB13.xlsx
kb_crsel_andprops,Keyboard send key,MLB13.xlsx
kb_exsel,Keyboard send key,MLB13.xlsx
kb_keypad_00,Keyboard send key,MLB13.xlsx
kb_keypad_000,Keyboard send key,MLB13.xlsx
kb_thousands_separator,Keyboard send key,MLB13.xlsx
kb_decimal_separator,Keyboard send key,MLB13.xlsx
kb_currency_unit,Keyboard send key,MLB13.xlsx
kb_currency_sub_unit,Keyboard send key,MLB13.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,MLB13.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,MLB13.xlsx
kb_keypad_opening_brace,Keyboard send key,MLB13.xlsx
kb_keypad_closing_brace,Keyboard send key,MLB13.xlsx
kb_keypad_tab,Keyboard send key,MLB13.xlsx
kb_keypad_backspace,Keyboard send key,MLB13.xlsx
kb_keypad_a,Keyboard send key,MLB13.xlsx
kb_keypad_b,Keyboard send key,MLB13.xlsx
kb_keypad_c,Keyboard send key,MLB13.xlsx
kb_keypad_d,Keyboard send key,MLB13.xlsx
kb_keypad_e,Keyboard send key,MLB13.xlsx
kb_keypad_f,Keyboard send key,MLB13.xlsx
kb_keypad_xor,Keyboard send key,MLB13.xlsx
kb_keypad_caret,Keyboard send key,MLB13.xlsx
kb_keypad_percentage,Keyboard send key,MLB13.xlsx
kb_keypad_less_than_sign,Keyboard send key,MLB13.xlsx
kb_keypad_greater_than_sign,Keyboard send key,MLB13.xlsx
kb_keypad_amp,Keyboard send key,MLB13.xlsx
kb_keypad_amp_amp,Keyboard send key,MLB13.xlsx
kb_keypad_pipe,Keyboard send key,MLB13.xlsx
kb_keypad_pipe_pipe,Keyboard send key,MLB13.xlsx
kb_keypad_colon,Keyboard send key,MLB13.xlsx
kb_keypad_hashmark,Keyboard send key,MLB13.xlsx
kb_keypad_space,Keyboard send key,MLB13.xlsx
kb_keypad_at,Keyboard send key,MLB13.xlsx
kb_keypad_exclamation_sign,Keyboard send key,MLB13.xlsx
kb_keypad_memory_store,Keyboard send key,MLB13.xlsx
kb_keypad_memory_recall,Keyboard send key,MLB13.xlsx
kb_keypad_memory_clear,Keyboard send key,MLB13.xlsx
kb_keypad_memory_add,Keyboard send key,MLB13.xlsx
kb_keypad_memory_subtract,Keyboard send key,MLB13.xlsx
kb_keypad_memory_multiply,Keyboard send key,MLB13.xlsx
kb_keypad_memory_divide,Keyboard send key,MLB13.xlsx
kb_keypad_plus_and_minus,Keyboard send key,MLB13.xlsx
kb_keypad_clear,Keyboard send key,MLB13.xlsx
kb_keypad_clear_entry,Keyboard send key,MLB13.xlsx
kb_keypad_binary,Keyboard send key,MLB13.xlsx
kb_keypad_octal,Keyboard send key,MLB13.xlsx
kb_keypad_decimal,Keyboard send key,MLB13.xlsx
kb_keypad_hexadecimal,Keyboard send key,MLB13.xlsx
kb_left_control,Keyboard modify key,MLB13.xlsx
kb_left_shift,Keyboard modify key,MLB13.xlsx
kb_left_alt,Keyboard modify key,MLB13.xlsx
kb_left_gui,Keyboard modify key (Windows Key),MLB13.xlsx
kb_right_control,Keyboard modify key,MLB13.xlsx
kb_right_shift,Keyboard modify key,MLB13.xlsx
kb_right_alt,Keyboard modify key,MLB13.xlsx
kb_right_gui,Keyboard modify key (Windows Key),MLB13.xlsx
none,,MLB13.xlsx
dpad_N,PS3 D-Pad Button North,Portal2 UltraStik.xlsx
dpad_NE,PS3 D-Pad Buttons North and East,Portal2 UltraStik.xlsx
dpad_E,PS3 D-Pad Button East,Portal2 UltraStik.xlsx
dpad_SE,PS3 D-Pad Buttons South and East,Portal2 UltraStik.xlsx
dpad_S,PS3 D-Pad Button South,Portal2 UltraStik.xlsx
dpad_SW,PS3 D-Pad Buttons South and West,Portal2 UltraStik.xlsx
dpad_W,PS3 D-Pad Button West,Portal2 UltraStik.xlsx
dpad_NW,PS3 D-Pad Buttons North and West,Portal2 UltraStik.xlsx
left_joy_left,PS3 Left Joystick Left side,Portal2 UltraStik.xlsx
left_joy_right,PS3 Left Joystick Right side,Portal2 UltraStik.xlsx
left_joy_up,PS3 Left Joystick Up,Portal2 UltraStik.xlsx
left_joy_down,PS3 Left Joystick Down,Portal2 UltraStik.xlsx
right_joy_left,PS3 Right Joystick Left side,Portal2 UltraStik.xlsx
right_joy_right,PS3 Right Joystick Right side,Portal2 UltraStik.xlsx
right_joy_up,PS3 Right Joystick Up,Portal2 UltraStik.xlsx
right_joy_down,PS3 Right Joystick Down,Portal2 UltraStik.xlsx
left_1,PS3 Left Button 1,Portal2 UltraStik.xlsx
left_2,PS3 Left Button 2 (trigger),Portal2 UltraStik.xlsx
left_3,PS3 Left Button 3 (Press joystick),Portal2 UltraStik.xlsx
right_1,PS3 Right Button 1,Portal2 UltraStik.xlsx
right_2,PS3 Right Button 2 (trigger),Portal2 UltraStik.xlsx
right_3,PS3 Right Button 3 (Press joystick),Portal2 UltraStik.xlsx
x,PS3 Button X,Portal2 UltraStik.xlsx
square,PS3 Button Square,Portal2 UltraStik.xlsx
triangle,PS3 Button Triangle,Portal2 UltraStik.xlsx
circle,PS3 Button Circle,Portal2 UltraStik.xlsx
ps3,PS3 Home,Portal2 UltraStik.xlsx
select,PS3 Select,Portal2 UltraStik.xlsx
start,PS3 Start,Portal2 UltraStik.xlsx
acceleration_x_right,PS3 motion sensor to right,Portal2 UltraStik.xlsx
acceleration_x_left,PS3 motion sensor to left,Portal2 UltraStik.xlsx
acceleration_y_fore,PS3 motion sensor away from player,Portal2 UltraStik.xlsx
acceleration_y_aft,PS3 motion sensor towards player,Portal2 UltraStik.xlsx
acceleration_z_up,PS3 motion sensor up,Portal2 UltraStik.xlsx
acceleration_z_down,PS3 motion sensor down,Portal2 UltraStik.xlsx
gyroscope_cw,PS3 gyroscope clockwise,Portal2 UltraStik.xlsx
gyroscope_ccw,PS3 gyroscope counter clockwise,Portal2 UltraStik.xlsx
mouse_left,Mouse Left movement,Portal2 UltraStik.xlsx
mouse_right,Mouse Right movement,Portal2 UltraStik.xlsx
mouse_up,Mouse Up movement,Portal2 UltraStik.xlsx
mouse_down,Mouse Down movement,Portal2 UltraStik.xlsx
mouse_wheel_up,Mouse Wheel Up rotation,Portal2 UltraStik.xlsx
mouse_wheel_down,Mouse Wheel Down rotation,Portal2 UltraStik.xlsx
mouse_pan_left,Mouse Pan Left tilt,Portal2 UltraStik.xlsx
mouse_pan_right,Mouse Pan Right tilt,Portal2 UltraStik.xlsx
mouse_back,Mouse Button Back,Portal2 UltraStik.xlsx
mouse_forward,Mouse Button Forward,Portal2 UltraStik.xlsx
mouse_left_button,Mouse Button Left,Portal2 UltraStik.xlsx
mouse_right_button,Mouse Button Right,Portal2 UltraStik.xlsx
mouse_middle_button,Mouse Button Middle,Portal2 UltraStik.xlsx
digital_out1_on,Digital Out 1 turn on,Portal2 UltraStik.xlsx
digital_out1_off,Digital Out 1 turn off,Portal2 UltraStik.xlsx
digital_out1_toggle,Digital Out 1 toggle state,Portal2 UltraStik.xlsx
digital_out2_on,Digital Out 2 turn on,Portal2 UltraStik.xlsx
digital_out2_off,Digital Out 2 turn off,Portal2 UltraStik.xlsx
digital_out2_toggle,Digital Out 2 toggle state,Portal2 UltraStik.xlsx
brightness_up,LEDs Brighter,Portal2 UltraStik.xlsx
brightness_down,LEDs Dimmer,Portal2 UltraStik.xlsx
volume_up,Speaker increase volume,Portal2 UltraStik.xlsx
volume_down,Speaker decrease volume,Portal2 UltraStik.xlsx
increment_mode,Change to next profile,Portal2 UltraStik.xlsx
decrement_mode,Change to previous profile,Portal2 UltraStik.xlsx
ir_tv_channel_up,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_tv_channel_down,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_tv_volume_up,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_tv_volume_down,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_tv_on_off,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_tv_select_input,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_play,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_stop,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_fast_forward,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_rewind,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_skip_forward,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_skip_back,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_record,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_pause,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_mute,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_guide,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_menu,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_cancel,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_select,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_up,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_down,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_left,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_right,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_aux1,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_aux2,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_aux3,Xmit IR code from command table,Portal2 UltraStik.xlsx
ir_aux4,Xmit IR code from command table,Portal2 UltraStik.xlsx
kb_a,Keyboard send key,Portal2 UltraStik.xlsx
kb_b,Keyboard send key,Portal2 UltraStik.xlsx
kb_c,Keyboard send key,Portal2 UltraStik.xlsx
kb_d,Keyboard send key,Portal2 UltraStik.xlsx
kb_e,Keyboard send key,Portal2 UltraStik.xlsx
kb_f,Keyboard send key,Portal2 UltraStik.xlsx
kb_g,Keyboard send key,Portal2 UltraStik.xlsx
kb_h,Keyboard send key,Portal2 UltraStik.xlsx
kb_i,Keyboard send key,Portal2 UltraStik.xlsx
kb_j,Keyboard send key,Portal2 UltraStik.xlsx
kb_k,Keyboard send key,Portal2 UltraStik.xlsx
kb_l,Keyboard send key,Portal2 UltraStik.xlsx
kb_m,Keyboard send key,Portal2 UltraStik.xlsx
kb_n,Keyboard send key,Portal2 UltraStik.xlsx
kb_o,Keyboard send key,Portal2 UltraStik.xlsx
kb_p,Keyboard send key,Portal2 UltraStik.xlsx
kb_q,Keyboard send key,Portal2 UltraStik.xlsx
kb_r,Keyboard send key,Portal2 UltraStik.xlsx
kb_s,Keyboard send key,Portal2 UltraStik.xlsx
kb_t,Keyboard send key,Portal2 UltraStik.xlsx
kb_u,Keyboard send key,Portal2 UltraStik.xlsx
kb_v,Keyboard send key,Portal2 UltraStik.xlsx
kb_w,Keyboard send key,Portal2 UltraStik.xlsx
kb_x,Keyboard send key,Portal2 UltraStik.xlsx
kb_y,Keyboard send key,Portal2 UltraStik.xlsx
kb_z,Keyboard send key,Portal2 UltraStik.xlsx
kb_1,Keyboard send key,Portal2 UltraStik.xlsx
kb_2,Keyboard send key,Portal2 UltraStik.xlsx
kb_3,Keyboard send key,Portal2 UltraStik.xlsx
kb_4,Keyboard send key,Portal2 UltraStik.xlsx
kb_5,Keyboard send key,Portal2 UltraStik.xlsx
kb_6,Keyboard send key,Portal2 UltraStik.xlsx
kb_7,Keyboard send key,Portal2 UltraStik.xlsx
kb_8,Keyboard send key,Portal2 UltraStik.xlsx
kb_9,Keyboard send key,Portal2 UltraStik.xlsx
kb_0,Keyboard send key,Portal2 UltraStik.xlsx
kb_enter,Keyboard send key,Portal2 UltraStik.xlsx
kb_escape,Keyboard send key,Portal2 UltraStik.xlsx
kb_backspace,Keyboard send key,Portal2 UltraStik.xlsx
kb_tab,Keyboard send key,Portal2 UltraStik.xlsx
kb_space,Keyboard send key,Portal2 UltraStik.xlsx
kb_minus,Keyboard send key,Portal2 UltraStik.xlsx
kb_equal,Keyboard send key,Portal2 UltraStik.xlsx
kb_opening_bracket,Keyboard send key,Portal2 UltraStik.xlsx
kb_closing_bracket,Keyboard send key,Portal2 UltraStik.xlsx
kb_backslash,Keyboard send key,Portal2 UltraStik.xlsx
kb_non_us_hashmark_and_tilde,Keyboard send key,Portal2 UltraStik.xlsx
kb_semicolon,Keyboard send key,Portal2 UltraStik.xlsx
kb_apostrophe,Keyboard send key,Portal2 UltraStik.xlsx
kb_grave_accent_and_tilde,Keyboard send key,Portal2 UltraStik.xlsx
kb_comma,Keyboard send key,Portal2 UltraStik.xlsx
kb_dot,Keyboard send key,Portal2 UltraStik.xlsx
kb_slash,Keyboard send key,Portal2 UltraStik.xlsx
kb_caps_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_f1,Keyboard send key,Portal2 UltraStik.xlsx
kb_f2,Keyboard send key,Portal2 UltraStik.xlsx
kb_f3,Keyboard send key,Portal2 UltraStik.xlsx
kb_f4,Keyboard send key,Portal2 UltraStik.xlsx
kb_f5,Keyboard send key,Portal2 UltraStik.xlsx
kb_f6,Keyboard send key,Portal2 UltraStik.xlsx
kb_f7,Keyboard send key,Portal2 UltraStik.xlsx
kb_f8,Keyboard send key,Portal2 UltraStik.xlsx
kb_f9,Keyboard send key,Portal2 UltraStik.xlsx
kb_f10,Keyboard send key,Portal2 UltraStik.xlsx
kb_f11,Keyboard send key,Portal2 UltraStik.xlsx
kb_f12,Keyboard send key,Portal2 UltraStik.xlsx
kb_printscreen,Keyboard send key,Portal2 UltraStik.xlsx
kb_roll_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_pause,Keyboard send key,Portal2 UltraStik.xlsx
kb_insert,Keyboard send key,Portal2 UltraStik.xlsx
kb_home,Keyboard send key,Portal2 UltraStik.xlsx
kb_page_up,Keyboard send key,Portal2 UltraStik.xlsx
kb_delete,Keyboard send key,Portal2 UltraStik.xlsx
kb_end,Keyboard send key,Portal2 UltraStik.xlsx
kb_page_down,Keyboard send key,Portal2 UltraStik.xlsx
kb_right_arrow,Keyboard send key,Portal2 UltraStik.xlsx
kb_left_arrow,Keyboard send key,Portal2 UltraStik.xlsx
kb_down_arrow,Keyboard send key,Portal2 UltraStik.xlsx
kb_up_arrow,Keyboard send key,Portal2 UltraStik.xlsx
kb_num_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_slash,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_asterisk,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_minus,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_plus,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_enter,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_1,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_2,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_3,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_4,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_5,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_6,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_7,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_8,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_9,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_0,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_dot,Keyboard send key,Portal2 UltraStik.xlsx
kb_non_us_backslash_and_pipe,Keyboard send key,Portal2 UltraStik.xlsx
kb_power,Keyboard send key,Portal2 UltraStik.xlsx
kb_equal_sign,Keyboard send key,Portal2 UltraStik.xlsx
kb_f13,Keyboard send key,Portal2 UltraStik.xlsx
kb_f14,Keyboard send key,Portal2 UltraStik.xlsx
kb_f15,Keyboard send key,Portal2 UltraStik.xlsx
kb_f16,Keyboard send key,Portal2 UltraStik.xlsx
kb_f17,Keyboard send key,Portal2 UltraStik.xlsx
kb_f18,Keyboard send key,Portal2 UltraStik.xlsx
kb_f19,Keyboard send key,Portal2 UltraStik.xlsx
kb_f20,Keyboard send key,Portal2 UltraStik.xlsx
kb_f21,Keyboard send key,Portal2 UltraStik.xlsx
kb_f22,Keyboard send key,Portal2 UltraStik.xlsx
kb_f23,Keyboard send key,Portal2 UltraStik.xlsx
kb_f24,Keyboard send key,Portal2 UltraStik.xlsx
kb_execute,Keyboard send key,Portal2 UltraStik.xlsx
kb_help,Keyboard send key,Portal2 UltraStik.xlsx
kb_manu,Keyboard send key,Portal2 UltraStik.xlsx
kb_select,Keyboard send key,Portal2 UltraStik.xlsx
kb_stop,Keyboard send key,Portal2 UltraStik.xlsx
kb_again,Keyboard send key,Portal2 UltraStik.xlsx
kb_undo,Keyboard send key,Portal2 UltraStik.xlsx
kb_cut,Keyboard send key,Portal2 UltraStik.xlsx
kb_copy,Keyboard send key,Portal2 UltraStik.xlsx
kb_paste,Keyboard send key,Portal2 UltraStik.xlsx
kb_find,Keyboard send key,Portal2 UltraStik.xlsx
kb_mute,Keyboard send key,Portal2 UltraStik.xlsx
kb_volume_up,Keyboard send key,Portal2 UltraStik.xlsx
kb_volume_down,Keyboard send key,Portal2 UltraStik.xlsx
kb_locking_caps_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_locking_num_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_lockingroll_lock,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_comma,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_equal_sign,Keyboard send key,Portal2 UltraStik.xlsx
kb_international1,Keyboard send key,Portal2 UltraStik.xlsx
kb_international2,Keyboard send key,Portal2 UltraStik.xlsx
kb_international3,Keyboard send key,Portal2 UltraStik.xlsx
kb_international4,Keyboard send key,Portal2 UltraStik.xlsx
kb_international5,Keyboard send key,Portal2 UltraStik.xlsx
kb_international6,Keyboard send key,Portal2 UltraStik.xlsx
kb_international7,Keyboard send key,Portal2 UltraStik.xlsx
kb_international8,Keyboard send key,Portal2 UltraStik.xlsx
kb_international9,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang1,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang2,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang3,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang4,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang5,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang6,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang7,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang8,Keyboard send key,Portal2 UltraStik.xlsx
kb_lang9,Keyboard send key,Portal2 UltraStik.xlsx
kb_alternate_erase,Keyboard send key,Portal2 UltraStik.xlsx
kb_sisreq,Keyboard send key,Portal2 UltraStik.xlsx
kb_cancel,Keyboard send key,Portal2 UltraStik.xlsx
kb_clear,Keyboard send key,Portal2 UltraStik.xlsx
kb_prior,Keyboard send key,Portal2 UltraStik.xlsx
kb_return,Keyboard send key,Portal2 UltraStik.xlsx
kb_separator,Keyboard send key,Portal2 UltraStik.xlsx
kb_out,Keyboard send key,Portal2 UltraStik.xlsx
kb_oper,Keyboard send key,Portal2 UltraStik.xlsx
kb_clear_and_again,Keyboard send key,Portal2 UltraStik.xlsx
kb_crsel_andprops,Keyboard send key,Portal2 UltraStik.xlsx
kb_exsel,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_00,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_000,Keyboard send key,Portal2 UltraStik.xlsx
kb_thousands_separator,Keyboard send key,Portal2 UltraStik.xlsx
kb_decimal_separator,Keyboard send key,Portal2 UltraStik.xlsx
kb_currency_unit,Keyboard send key,Portal2 UltraStik.xlsx
kb_currency_sub_unit,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_opening_brace,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_closing_brace,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_tab,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_backspace,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_a,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_b,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_c,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_d,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_e,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_f,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_xor,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_caret,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_percentage,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_less_than_sign,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_greater_than_sign,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_amp,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_amp_amp,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_pipe,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_pipe_pipe,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_colon,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_hashmark,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_space,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_at,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_exclamation_sign,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_store,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_recall,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_clear,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_add,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_subtract,Keyboard send key,Portal2 UltraStik.xlsx
kb_keypad_memory_multiply,Keyboard send key,Portal2 UltraStik.xlsx
